id,q_id,method,retrieve_text,score,source
40,14,固定大小,現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。 除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。」 「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「雙波段大氣瞬變影像儀」與「電子溫度密度儀」，將科學儀器戴上太空，用於觀測閃電、大氣電學與電離層結構變化。這些酬載主要由成功大學團隊設計，透過衛星平台進行太空驗證，提供大氣電學與物理研究的第一手資料。 國家太空中心更已著手進行「福衛九號」計畫。「福衛九號」將採用「全天候高解析度微波遙測技術」，這樣的技,0.735352,data_02.txt
41,14,滑動視窗,一種實質的外交工具，平時我們運用衛星影像協助各國進行農業、民生與國土變化的動態判釋；災時，台灣也能憑藉自主、細緻的衛星資源與影像判讀判讀能力，成為資料提供者與分析者，把太空影像轉化為可行動的救災資訊。 「福衛九號」計畫啟動：全天候觀測，追求關鍵畫面不漏接 「福衛八號」預計於2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。 除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。」 「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「,0.700195,data_02.txt
42,14,語意切塊,57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。！？； 除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。！？；國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。！？；」 「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「雙波段大氣瞬變影像儀」與「電子溫度密度儀」，將科學儀器戴上太空，用於觀測閃電、大氣電學與電離層結構變化。！？；這些酬載主要由成功大學團隊設計，透過衛星平台進行太空驗證，提供大氣電學與物理研究的第一手資料。！？； 國家太空中心更已著手進行「福衛九號」計畫。！？；,0.716797,data_02.txt
43,15,固定大小,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。 數月後我們持續追蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、走訪醫學中心現場，由專家依臨床照顧人力需求指引，完整呈現醫療人力走勢：哪些是人力極度缺乏的紅區、哪裡是拉警報的黃區、哪裡又是搶破頭的綠區？此外，更深度下探不同專科內嚴重的「科內不均」現象，大專科人力總額不足辨識真正乏人問津、卻不能沒有的次專科分布，衛福部和醫策會長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。 然而，不以專科發展為目標的年輕住院醫師，不,0.65332,data_03.txt
44,15,滑動視窗,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。 數月後我們持續追蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、走訪醫學中心現場，由專家依臨床照顧人力需求指引，完整呈現醫療人力走勢：哪些是人力極度缺乏的紅區、哪裡是拉警報的黃區、哪裡又是搶破頭的綠區？此外，更深度下探不同專科內嚴重的「科內不均」現象，大專科人力總額不足辨識真正乏人問津、卻不能沒有的次專科分布，衛福部和醫策會長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。 然而，不以專科發展為目標的年輕住院醫師，不,0.65332,data_03.txt
45,15,語意切塊,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？； 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。！？； 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？；哪些醫院最留不住人？；同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。！？； 數月後我們持續追蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、走訪醫學中心現場，由專家依臨床照顧人力需求指引，完整呈現醫療人力走勢：哪些是人力極度缺乏的紅區、哪裡是拉警報的黃區、哪裡又是搶破頭的綠區？；此外，更深度下探不同專科內嚴重的「科內不均」現象，大專科人力總額不足辨識真正乏人問津、卻不能沒有的次專科分布，衛福部和醫策會長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。！？；,0.643066,data_03.txt
46,16,固定大小,遙測影像就能比對出來，如果有更精細的影像，肯定能做到更多軍情研判。 解放軍也知道台灣有衛星，難道不會盡量掩蔽嗎？林穎佑解釋，掩蔽只是一時的，出動訓練就會見光，除非是偷襲才會選在晚上，平時演訓為了確保安全還是會以白天、且風平浪靜的時候為主，避免訓練過程出現變數或意外；意即解放軍平日雖可透過掩體將軍事裝備隱藏，但訓練過程就沒辦法，這也是為什麼美國或中國這麼重視遙測衛星的原因，這些功能在軍事上無可取代。 「當然遙測也不是毫無缺點，畢竟影像沒有聲音，還是得輔助電子監聽以及情報蒐集，才能整合成完整的立體網絡，」林穎佑說。 為什麼花錢也買不到「需要的情蒐」？ 國家太空中心公布「齊柏林衛星」光學解析度可拍攝到距離地面近達1公尺的影像，國科會主委吳誠文在起運典禮上表示，「前兩顆衛星會是同樣的解析度，接下來的衛星將朝解析度70公分甚至50公分邁進，利用科技實力守護台灣。」 但也有聲音質疑，既然衛星發射都仰賴馬斯克（Elon Musk）旗下美國太空探索科技公司（SpaceX）的火箭，為什麼不連同遙測影像都跟美國購買就好？況且美國衛星技術也比台灣自主研發的更先進？吳宗信說明，每一顆衛星每天要做什麼事都需要排,0.703613,data_05.txt
47,16,滑動視窗,備隱藏，但訓練過程就沒辦法，這也是為什麼美國或中國這麼重視遙測衛星的原因，這些功能在軍事上無可取代。 「當然遙測也不是毫無缺點，畢竟影像沒有聲音，還是得輔助電子監聽以及情報蒐集，才能整合成完整的立體網絡，」林穎佑說。 為什麼花錢也買不到「需要的情蒐」？ 國家太空中心公布「齊柏林衛星」光學解析度可拍攝到距離地面近達1公尺的影像，國科會主委吳誠文在起運典禮上表示，「前兩顆衛星會是同樣的解析度，接下來的衛星將朝解析度70公分甚至50公分邁進，利用科技實力守護台灣。」 但也有聲音質疑，既然衛星發射都仰賴馬斯克（Elon Musk）旗下美國太空探索科技公司（SpaceX）的火箭，為什麼不連同遙測影像都跟美國購買就好？況且美國衛星技術也比台灣自主研發的更先進？吳宗信說明，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？」吳宗信指出：「我們願意多花多少錢將排序往前挪？愈精細的影像要價愈貴，甚至關乎國家安全的重要事項，通常都是各國自製衛星的第一要務，購買方即使出,0.743652,data_05.txt
48,16,語意切塊,監聽以及情報蒐集，才能整合成完整的立體網絡，」林穎佑說。！？； 為什麼花錢也買不到「需要的情蒐」？； 國家太空中心公布「齊柏林衛星」光學解析度可拍攝到距離地面近達1公尺的影像，國科會主委吳誠文在起運典禮上表示，「前兩顆衛星會是同樣的解析度，接下來的衛星將朝解析度70公分甚至50公分邁進，利用科技實力守護台灣。！？；」 但也有聲音質疑，既然衛星發射都仰賴馬斯克（Elon Musk）旗下美國太空探索科技公司（SpaceX）的火箭，為什麼不連同遙測影像都跟美國購買就好？；況且美國衛星技術也比台灣自主研發的更先進？；吳宗信說明，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？；」吳宗信指出：「我們願意多花多少錢將排序往前挪？；愈精細的影像要價愈貴，甚至關乎國家安全的重要事項，通常都是各國自製衛星的第一要務，購買方即使出再多錢都不見得能擠進去。！？；,0.72998,data_05.txt
49,17,固定大小,進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。 今年8月歐洲醫醫學教育學會上，特別針對「困難招生科別」進行分享，與直美一樣，這也是全球性的問題，即便在醫師人均比和醫療健保資源相對充足的歐洲國家，急性照護人力也在流失，各國經驗的是：改善年輕醫師的薪資與環境很重要、但價值的支持與醫學教育也很重要，必須讓社會重新看見醫療的「role model」。我們專訪3位艱困科的留守醫師，從他們選擇留下的理由，試圖讓大眾重新看見：醫療的價值與真諦。而守護這個價值的任務，不只是醫師本身、更是全體社會。 2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新,0.716309,data_03.txt
50,17,滑動視窗,報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。 然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。 今年8月歐洲醫醫學教育學會上，特別針對「困難招生科別」進行分享，與直美一樣，這也是全球性的問題，即便在醫師人均比和醫療健保資源相對充足的歐洲國家，急性照護人力也在流失，各國經驗的是：改善年輕醫師的薪資與環境很重要、但價值的支持與醫學教育也很重要，必須讓社會重新看見醫療的「role model」。我們專訪3位艱困科的留守醫師，從他們選擇留下的理由，試圖讓大眾重新看見：醫療的價值與真諦。而守護這個價值的任務，不只是醫師本身、更是全體社會。 2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲,0.710938,data_03.txt
51,17,語意切塊,長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。！？； 然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？；由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。！？；「直美」規模與影響究竟有多大？；在醫療生態系裡，直美醫師的誘因與風險又是什麼？；我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？；我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。！？； 今年8月歐洲醫醫學教育學會上，特別針對「困難招生科別」進行分享，與直美一樣，這也是全球性的問題，即便在醫師人均比和醫療健保資源相對充足的歐洲國家，急性照護人力也在流失，各國經驗的是：改善年輕醫師的薪資與環境很重要、但價值的支持與醫學教育也很重要，必須讓社會重新看見醫療的「role model」。！？；我們專訪3位艱困科的留守醫師，從他們選擇留下的理由，試圖讓大眾重新看見：醫療的價值與真諦。！？；而守護這個價值的任務，不只是醫師本身、更是全體社會。！？；,0.708496,data_03.txt
52,18,固定大小,放，其餘35%轉換為熱能、15%轉變為核輻射。衝擊波會造成氣壓驟變，足以摧毀建築物；高強度光線則會讓爆炸點附近的人們出現皮膚灼傷及視力損害。 除了核彈爆炸當下產生的致命性破壞外，大氣層核試驗會使放射性落塵隨氣流擴散至更遙遠的地區，污染表層土壤；即使是在地下進行核試，這些粒子仍會在高壓下進入大氣層。 由於放射性落塵中的核分裂產物半衰期差異大，因此造成長期的輻射殘留。有些核分裂產物半衰期極短，只有幾分之一秒，但少數的半衰期長到可在數年內對人類及環境構成威脅。 例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。 此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積。德國一項對野豬體內銫污染的研究發現，其中有68%可追溯至全球各地進行的核試驗。 「核試爆能量是7232顆廣島原子彈」 馬紹爾成回不去的家園 1946年至1958年間，美國在馬紹爾群島進行了約66次核,0.598633,data_04.txt
53,18,滑動視窗,選定澳洲及其離島、法國在阿爾及利亞與法屬玻里尼西亞進行、中國則以新疆西部的羅布泊作為核試驗場。 但是，這樣就能避免核輻射帶來的傷害嗎？ 僅一瞬的爆炸 成了揮不去的輻射陰霾 核爆能量有一半以衝擊波形式釋放，其餘35%轉換為熱能、15%轉變為核輻射。衝擊波會造成氣壓驟變，足以摧毀建築物；高強度光線則會讓爆炸點附近的人們出現皮膚灼傷及視力損害。 除了核彈爆炸當下產生的致命性破壞外，大氣層核試驗會使放射性落塵隨氣流擴散至更遙遠的地區，污染表層土壤；即使是在地下進行核試，這些粒子仍會在高壓下進入大氣層。 由於放射性落塵中的核分裂產物半衰期差異大，因此造成長期的輻射殘留。有些核分裂產物半衰期極短，只有幾分之一秒，但少數的半衰期長到可在數年內對人類及環境構成威脅。 例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。 此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積,0.584961,data_04.txt
54,18,語意切塊,；有些核分裂產物半衰期極短，只有幾分之一秒，但少數的半衰期長到可在數年內對人類及環境構成威脅。！？； 例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。！？； 此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積。！？；德國一項對野豬體內銫污染的研究發現，其中有68%可追溯至全球各地進行的核試驗。！？； 「核試爆能量是7232顆廣島原子彈」 馬紹爾成回不去的家園 1946年至1958年間，美國在馬紹爾群島進行了約66次核試驗，釋放能量相當於7232顆廣島原子彈。！？； 美國國家癌症研究所推估，1948年至1970年間住在馬紹爾群島的居民罹患的癌症，有0.4%至3.4%可能由輻射暴露引起；對直接接觸到放射性落塵的居民來說，比例最高更達69%。！？；,0.751465,data_04.txt
55,19,固定大小,態。 報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。 如今的核武威脅達到冷戰以來的高峰，世界地緣政治局勢也比以往任何時候更動盪不安。,0.806641,data_04.txt
56,19,滑動視窗,而，如今穹頂已出現結構弱化跡象，在海平面上升的壓力下可能產生裂縫。美國政府現在主張，建造此坑洞只是為了儲放核廢料，而非保護周遭環境免受污染。 「新一輪核武威脅時代」將來臨？ 瑞典智庫斯德哥爾摩國際和平研究所（SIPRI）發布《2025全球核力量年鑑》指出，截至2025年1月，全球約有1萬2241枚核彈頭，其中9614枚屬可供實際部署的軍事庫存，且約有2100枚已搭載在彈道飛彈上，代表處於高度戰備狀態。 報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。 如今的核武威脅達到冷戰以來的高峰，世界地緣政治局勢也比以往任何時候更動盪不安。,0.594238,data_04.txt
57,19,語意切塊,9614枚屬可供實際部署的軍事庫存，且約有2100枚已搭載在彈道飛彈上，代表處於高度戰備狀態。！？； 報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。！？； 如今的核武威脅達到冷戰以來的高峰，世界地緣政治局勢也比以往任何時候更動盪不安。！？；,0.713867,data_04.txt
58,20,固定大小,現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。 除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。」 「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「雙波段大氣瞬變影像儀」與「電子溫度密度儀」，將科學儀器戴上太空，用於觀測閃電、大氣電學與電離層結構變化。這些酬載主要由成功大學團隊設計，透過衛星平台進行太空驗證，提供大氣電學與物理研究的第一手資料。 國家太空中心更已著手進行「福衛九號」計畫。「福衛九號」將採用「全天候高解析度微波遙測技術」，這樣的技,0.680664,data_02.txt
59,20,滑動視窗,一種實質的外交工具，平時我們運用衛星影像協助各國進行農業、民生與國土變化的動態判釋；災時，台灣也能憑藉自主、細緻的衛星資源與影像判讀判讀能力，成為資料提供者與分析者，把太空影像轉化為可行動的救災資訊。 「福衛九號」計畫啟動：全天候觀測，追求關鍵畫面不漏接 「福衛八號」預計於2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。 除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。」 「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「,0.666504,data_02.txt
60,20,語意切塊,57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。！？； 除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。！？；國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。！？；」 「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「雙波段大氣瞬變影像儀」與「電子溫度密度儀」，將科學儀器戴上太空，用於觀測閃電、大氣電學與電離層結構變化。！？；這些酬載主要由成功大學團隊設計，透過衛星平台進行太空驗證，提供大氣電學與物理研究的第一手資料。！？； 國家太空中心更已著手進行「福衛九號」計畫。！？；,0.649414,data_02.txt
